   Date      Time       WNDDIR  WSPD_AVG  WSPD_MAX   AMBIENT    RELHUM     BAROM  RAINFALL   DEW_PNT    X-WIND     SOLAR      OVAL  GNEAGLES       VDA  Straight
  mm/dd/yy  hh:mm:ss       Deg     M/Sec     M/Sec     Deg_C         %      mBar        cm     Deg_C     M/Sec   Wts/M^2     Deg_C     Deg_C     Deg_C     Deg_C
  10-13-21  01:40:01       302       1.1       1.7       9.2     42.30    960.61    0.0000      -3.1       1.1      -0.9      16.4      11.3      13.7      13.2
  10-13-21  01:40:37       290       0.9       1.3       9.2     42.50    960.61    0.0000      -3.0       0.9       1.1      16.3      11.3      13.7      13.2
  10-13-21  01:41:14       287       1.2       1.5       9.2     42.50    960.61    0.0000      -3.0       1.2       2.7      16.3      11.3      13.7      13.2
  10-13-21  01:41:50       291       1.1       1.5       9.2     42.60    960.61    0.0000      -3.0       1.1       0.4      16.3      11.3      13.7      13.2
  10-13-21  01:42:27       291       1.3       1.6       9.2     42.70    960.61    0.0000      -3.0       1.2       1.5      16.3      11.3      13.7      13.2
  10-13-21  01:43:03       284       1.7       2.0       9.2     42.80    960.61    0.0000      -2.9       1.6       6.6      16.3      11.3      13.7      13.2
  10-13-21  01:43:39       295       1.2       1.7       9.3     42.80    960.61    0.0000      -2.8       1.2       0.8      16.3      11.3      13.7      13.2
  10-13-21  01:44:14       308       0.8       1.3       9.3     42.80    960.61    0.0000      -2.8       0.8      -1.1      16.3      11.3      13.7      13.1
  10-13-21  01:44:45       298       1.0       1.3       9.3     42.90    960.61    0.0000      -2.8       1.0      -4.7      16.3      11.3      13.7      13.1
  10-13-21  01:45:22       290       1.0       1.4       9.3     42.90    960.61    0.0000      -2.8       1.0      -4.0      16.2      11.2      13.7      13.1
  10-13-21  01:45:52       286       1.2       1.6       9.3     43.00    960.61    0.0000      -2.8       1.1      -2.9      16.2      11.2      13.7      13.1
  10-13-21  01:46:29       284       1.6       1.8       9.3     43.10    960.61    0.0000      -2.7       1.5      -0.0      16.2      11.2      13.7      13.1
  10-13-21  01:46:59       283       1.5       2.0       9.3     43.20    960.61    0.0000      -2.7       1.4      -1.7      16.2      11.2      13.7      13.1
  10-13-21  01:47:29       283       1.5       2.0       9.3     43.20    960.61    0.0000      -2.7       1.4       1.1      16.2      11.2      13.7      13.1
  10-13-21  01:48:06       284       1.5       1.8       9.3     43.30    960.61    0.0000      -2.7       1.4       2.9      16.2      11.2      13.6      13.1
  10-13-21  01:48:43       278       1.6       2.1       9.3     43.40    960.61    0.0000      -2.6       1.5      -1.7      16.2      11.2      13.6      13.1
